A3152KT8N27WTF,{98: 5}
A1NMG5JLANH8G2,"{149763: 5, 187160: 4, 210142: 4, 217135: 4, 265576: 4, 419256: 3}"
APF4WSN89HRZE,"{149899: 1, 264946: 1, 353335: 1}"
A2OI6WRCN6MQRX,{151676: 2}
A181T2YHHS8C7H,{149635: 3}
AS9AIM35Z1K8T,"{149635: 5, 404747: 5}"
ATEJGA1V2WQ8W,"{149628: 4, 423750: 3}"
AYPC1W0XGBMOX,{149712: 1}
A2ADBMAPSR1U57,"{149892: 1, 405586: 1, 440416: 3}"
AFV4UXTFXIKY5,{149642: 5}
A35WKIIM6NDUFM,"{149586: 5, 335143: 5, 388987: 2}"
A1Y4REC5Z50Q9U,{150005: 4}
A1KZYR4SV0C16P,{150116: 1}
A15XD33SMO0H8K,{150934: 4}
A2ZDQXH4QLIPTA,{149682: 5}
A4253BZIS51C1,"{149682: 5, 442723: 5}"
A2RPI2Y0PDHGYL,"{150225: 4, 229172: 5, 375451: 5}"
A2WDIJZSG38G6L,{150755: 5}
A1QEGG1IFI52G3,{149578: 5}
A2K60MKSUKD6OC,{151116: 4}
A3F8DI5RQKJMYJ,{149665: 5}
AJP3O4R9WZUKQ,{149665: 5}
A2DNVX6A6Q0X58,{150009: 5}
A3DL3JCW48SN2M,{150009: 3}
A2K181K6WEMDEM,"{149659: 2, 254109: 1, 318815: 5}"
A1L83HC1ODN4CY,{150138: 5}
A27V3S8SNEU85U,{149811: 1}
A13GX6W9T3WGET,{149673: 1}
A5Y91IS1W07J8,{149673: 1}
AWA98NVFJ26Q7,"{151345: 4, 230394: 5, 301421: 5, 311680: 5}"
A5FIH229IFW84,{149906: 4}
A36TWA4FFH16BR,{149868: 5}
A32CY62DC5V0K9,{149681: 5}
A37WKK24V0QSKB,{149768: 5}
A10JZKGD8XOU4D,"{149668: 2, 179948: 1, 190281: 4, 337897: 1}"
AQ1PQOG7BT8F6,{149668: 4}
A6KJB3TUAXBX6,{149588: 5}
ACPAANRLQ1RHQ,{150076: 4}
ATKCSCLOCGZID,{149728: 4}
A1P9GY9OMAP2XS,{149688: 5}
A3ACC9O3FXX8R4,"{149688: 4, 192733: 5, 254352: 4}"
A2IK9TXF776O5Z,{149967: 1}
A24NC97J6GWU6G,{149797: 5}
A2HOPZHFRMYO8I,{151877: 5}
A18SHAM5MMJDAT,{150213: 4}
A1GE7Q0EUR9WYX,{150298: 4}
A2BFN62DQ43EFM,"{150298: 5, 226263: 5, 237795: 5}"
AKSJBUP7QXAVU,{149710: 5}
A28Q0VXX8MBVJA,{149784: 5}
A3QDNIIQKITVLF,"{150231: 5, 177582: 5}"
A3AY18T0R1PHZQ,"{150292: 5, 290943: 5, 449792: 3}"
ATW75FVK5U9LT,"{149666: 5, 249965: 5}"
AJPT3DXHIG8IE,{149666: 2}
A3N0RBF656FVCV,"{152044: 5, 175182: 5, 203159: 5, 235519: 5, 258716: 5, 330579: 5}"
A2VPN6R49UNK2K,"{152303: 3, 277025: 3}"
A1L2HC6IFPWICY,{151981: 5}
A1P2EIYYN30OD9,{151981: 5}
AB4A3V2216100,{151975: 4}
A32W3P4HFKJ1QC,{152153: 5}
A1ZOTV5ZNBV297,{152115: 5}
A46BVNAOPXHFS,{151989: 5}
A21T6KMQIY24Y0,{151989: 4}
A296JV4AXU6KA3,{152368: 3}
A1H0VNARZY29Q9,"{153283: 1, 182434: 5, 233744: 1, 307642: 5, 330561: 5, 335740: 3, 379523: 5, 379743: 4, 384227: 5, 386495: 4}"
A2WZH730DMFLYS,{154223: 4}
A1XW2UAO0I3Q8K,{151995: 5}
A1HZYI4BQ9VVLB,{151995: 5}
A1NASBPY6VWSKP,{151995: 5}
A3HGXFOLS89S3V,{152066: 1}
A2DWYA3MBGFEWH,{152066: 1}
ADRAC2NZ8BN8B,{152519: 5}
A2MW0CCHTB5Z36,{152268: 5}
A34RX8M2RHSSLE,{152003: 5}
ANN909KME0T2X,"{152003: 5, 205422: 4, 240148: 5, 350811: 3, 398291: 5, 442628: 5, 457158: 3}"
A1DGLF31TQEDSD,{152009: 5}
A2G1O0H2I0BPG4,"{152201: 3, 307396: 1}"
AA0346J63VHQC,{152012: 5}
A3MGK8AI6NYBRJ,"{152019: 1, 324018: 1}"
A379N6CGUOORQU,"{152042: 2, 264467: 5}"
A2ABAO4SDOUFET,{152042: 2}
AOVY7EABNQGKP,"{152042: 1, 168139: 4}"
A1KYVRLHSXU1FH,{152045: 1}
A3PB5FGPDR2U11,"{152126: 4, 263562: 5, 366087: 4, 452056: 5}"
AF5TRF6V3APFH,{153513: 1}
A2MW5SJ7Q1OHR7,{152085: 5}
A3T44J8MD13W78,{152085: 2}
A2OIRJDEKGUDYH,"{152085: 5, 165851: 5, 440376: 1, 456903: 1}"
A2R465458NKV1F,{152508: 5}
A1HC6QW2J3DB08,"{152022: 5, 228638: 1, 258874: 1, 347065: 5}"
ASF11OKY7QEYX,"{151994: 5, 191842: 5, 249330: 5}"
A33AY7EGXSODUG,"{151994: 4, 245111: 4}"
A5UZ7BX5ZOH3U,{151994: 5}
AHF3LAXMXOHC6,{151994: 5}
A2A9EVCJ89GMLO,"{151994: 5, 370074: 5}"
A2M5UNJN7C2GM0,"{151994: 4, 393609: 3}"
A2XF8I0GAVYETQ,"{152699: 3, 330579: 5}"
A1NE9FGEBNR1K4,"{152078: 5, 224384: 5}"
A2J9YS0VEQ61TJ,{152476: 5}
A3UM2D1ILMGIHP,{152073: 5}
A2VZGC28304PO6,"{152073: 5, 242429: 5, 261216: 5}"
AMBLY8S3N9FHR,{152011: 5}
A3U5TH41VFEURY,{152011: 5}
AGWABLZZ4CYPH,{152068: 5}
A2H5YKMW22ZYAQ,{151986: 1}
A3562YZ6476SKO,{152102: 5}
ADX1GQ3IVOLIT,{152102: 5}
A2ZYQCVLYBJ8WM,"{152107: 1, 221968: 5, 293248: 2, 300204: 5, 304889: 5, 309894: 5, 452101: 3}"
AFYNFYRIRJUQ9,"{152460: 4, 372393: 4}"
A9FZK98XSV9CF,{152098: 4}
AAUAOPPH3PBB2,"{152032: 5, 284461: 4, 286471: 5, 391395: 5, 426125: 4, 428960: 5, 450372: 5, 456777: 5}"
A274MMA7C7DYP2,{152032: 5}
A2CH8NVP34FS1N,{152408: 5}
A3OWL2LKR8OBKT,{152764: 5}
A2L0JKKHMT5HZG,"{152063: 4, 288614: 5, 325897: 5, 342185: 4, 443778: 3}"
ADAPKIIYY3NXS,"{152063: 4, 384178: 5}"
A3VECXNF8XI1OO,{152084: 5}
A1GJKM32NNLKTQ,{152004: 2}
A1V4ZFPS7JMP21,"{152218: 5, 391745: 1}"
AJM8YNA81MLBQ,"{152024: 4, 191720: 5}"
AXL8M62MXTE1Q,{152224: 4}
A2JEZCZLJV8FIK,{152002: 5}
A3OKU9KE3D31NB,{152212: 1}
A7XY247PQI0TL,{152178: 5}
AMQ2OGLR38RXU,"{153932: 5, 179908: 5}"
A23RKZ72ZOYVRR,{152016: 5}
A3GVOZ13Z95VC3,"{152016: 4, 249341: 5}"
ACNL5UAWTCVW8,"{152016: 3, 236060: 5, 251764: 4}"
A1BB3OJAVX9LRL,{152016: 5}
A2BRW5W30GJ1J0,{151979: 5}
A3BTVY25DDWQ87,{152155: 4}
A5JYT0TP4T51T,{152005: 1}
ACJXLRVBP4D8U,{152005: 4}
A2OZ73064LN2DG,"{152026: 1, 417000: 1}"
AY0QYX8Y14ZW6,{152026: 1}
A1TCAZ7P6YYSD5,"{151973: 5, 309967: 4, 365396: 3}"
A12NNCKKX1BUL2,{151973: 4}
A10FBSH7859CXM,{151996: 5}
A2C03JNJ3UYQGV,{151996: 3}
AWWLFDH1QWRJN,{152142: 1}
A26B6Y5FNP9J2Q,{152064: 3}
AWXJHNSN7AU6A,{152023: 4}
A1RLRLH77NB83Q,{153546: 1}
A2KKPXVWHRJTAH,{151983: 5}
AOTH2TAL7JAH5,{152255: 5}
A3FSKNK384U7PD,"{152255: 1, 263358: 4, 342251: 5, 363221: 5}"
A2YDPFZN3YA7X,"{152255: 5, 165776: 5, 328222: 5}"
A3PG3K9NB6DG1L,"{152864: 5, 237546: 5}"
A7S09GBAXZ81Q,{153803: 3}
A1PIZ8FX26BG2I,"{153667: 4, 277087: 5, 384221: 3}"
A3TVLE9YXY0C2,"{154506: 4, 309585: 2, 399997: 2, 419230: 5}"
A3J1EWU7BQMM7E,{154664: 4}
AE8ANH2AVKUN1,{154253: 5}
AWED2JZSDZD08,{154253: 1}
A23ZHGWI33UVPR,{154253: 5}
A2QG8PIVX9TJE,{154253: 5}
A35KMM9FAFE3Y,{155450: 2}
A148PZXDRX6633,"{154613: 5, 182307: 5}"
A9BST20K56IVG,"{154418: 4, 235966: 4}"
A3RW0TDNJDV9HG,{155887: 5}
A3OW4XF5Q1D0E9,{154286: 5}
A2U3ZABQ47SU82,{154739: 5}
ADVUMR1MVTOI1,"{154313: 5, 430942: 5}"
A1564L1KH3H9TY,{154281: 4}
A2KACDK1T70VOT,{154281: 5}
AXD6HJJHCT2HZ,"{154522: 3, 324909: 4}"
A29X12DBU7EZ90,{154276: 5}
AIUMTTVORQQ38,"{154431: 4, 215226: 5, 295516: 5}"
A3SD3VDQZ5GGZS,"{155764: 4, 263600: 5, 413230: 3}"
ATE6TLZ2HOHFK,"{154311: 4, 198487: 4}"
AEZ4K22U29LA4,{155547: 3}
AL8IXB6DFY6MX,"{154387: 4, 447630: 5}"
A3N1JN1R1FFS2U,{154243: 5}
A3EURB7KGQ2BJL,{154243: 3}
A2V91SL4HH60V6,{154243: 5}
A2HXQHU1RAJ9Q6,{155546: 1}
AXQVMVWIWCPXZ,{154280: 5}
A2VZIMEVC8FNOB,{154888: 5}
A28HYYWPK0RD4P,{154264: 5}
A35TWYNFJGOB62,{154903: 5}
A1SXG05V5U474M,"{154295: 4, 261024: 5, 340203: 5, 463650: 5}"
A3RV6O21DSMRCM,"{154497: 5, 335651: 5}"
A2SAW86R9N0DJX,"{155045: 5, 372525: 4}"
A2RQWVDQE3BGYY,{155910: 5}
A9QPYL1JUOE3S,{154479: 5}
A2176XB61PJQ0I,{154242: 1}
A3JWJGGCD521T0,{154242: 1}
A1D0B19DCEIJU,{154507: 5}
AB0BTGOEO28I1,{154320: 5}
A2ITC3D8K56PQZ,{154969: 1}
A1XK5TIASNJ1IF,{155652: 4}
A1EW83PITHSW28,"{154263: 4, 156520: 4, 288636: 5, 395926: 4, 436346: 4}"
A1G5K9X3K100V3,{154381: 5}
A1PLM8HJFRU65Y,{154484: 3}
A3PPKF64LJYR6G,{154256: 4}
A2C2EINY429GM0,"{154256: 1, 226260: 1, 414736: 3}"
A1H39F2GWJC9T7,{154256: 4}
A7Q7Y1Y0BC0IW,"{154244: 5, 298422: 5}"
A2LM3LI1JAV72M,{154244: 1}
A1GOY2LH21Y7US,"{154244: 3, 293299: 5, 381764: 1, 410032: 5}"
A3VC98YUFJHYMV,{154370: 2}
A3KTYATZTIGTDX,{155023: 3}
AW8GA6N677GS9,{154258: 5}
A2U0ZFIH13DFYG,{154258: 5}
A1Q3Y1FNN0V4EH,{154258: 5}
AQSGE7ROMJBI3,"{154259: 2, 212488: 5}"
A2A2Q4P9MTDKX,"{154334: 3, 430818: 5}"
AGS83WXUPULMK,{154292: 5}
AG1VTPCNPLWQF,"{154252: 5, 254164: 5}"
A2Z5MLRFXVG34J,{154421: 5}
AZ2AWWYFDD2BC,"{154338: 5, 256649: 5}"
A3EXBYUUD3DO3M,{154395: 1}
AZQQV678S4MDI,{156023: 5}
AH5P43GA158C7,{154314: 3}
A20EIS1SG1KRL8,{155170: 1}
A1V9V6EQH0RE5J,"{154364: 5, 281857: 5}"
A3HZ6H48EFAOBW,"{154364: 4, 189748: 4, 258765: 4, 354075: 4}"
A1H82I555SYPLQ,{154265: 4}
A1NGX6CO4FPNGR,{154265: 4}
A1G9MDUJXFBTOK,"{154265: 2, 343021: 2}"
A2X0CNM8IIWCU2,{154265: 5}
A2LJ6RFZVZEIEA,{154294: 4}
A3U8GRRN22DT2E,{154577: 4}
A1J10HR3RY00Z3,{154296: 4}
ARCDI4ODH1UJ9,{154296: 5}
A10C0C96B9GMF6,"{154310: 5, 193780: 3, 381911: 4, 395804: 2}"
A1T2XLB6U1G4C3,{154416: 5}
A2P8G527XZ1MO3,{154257: 5}
A3E0H395202Y98,{154344: 4}
A39O2UTUP1BOK,{154572: 4}
A18E6IWUCCN63E,"{154290: 3, 263232: 5, 265772: 4, 309547: 4, 423940: 5}"
AKX6RR328USFT,{154321: 4}
AOKRXZDFGU3P2,{155230: 4}
A2JXPTCZ2RVJLG,{154426: 5}
A24WAZ6DC3R9XE,{154261: 5}
A1X1NLZP47PYQF,{154261: 5}
ASV52HLP0HKP8,"{154261: 5, 222276: 5, 383287: 5}"
ACT44J9A9RR3G,"{154424: 5, 256397: 5, 363859: 5}"
A1QGGADFMV5SPH,"{155283: 5, 399371: 1}"
AIAUUY99AOCRI,"{154315: 5, 412356: 5}"
A2KFUFR36SD92Y,{154930: 5}
A2Z6EWEBQDLY6H,{154413: 5}
AY04TPNORQA8Q,{154383: 4}
A266TDBFZT6KA3,{154383: 5}
A18PICUMOQAG3R,"{154355: 5, 300272: 4}"
AJD6DXQ0BF40C,{155263: 5}
A1GP6GJT0JNW8M,"{154704: 5, 228631: 5, 270274: 5, 323559: 4}"
AD0RMJ9K1DQYF,{154279: 5}
A2JUBPFDMPGT29,{154404: 1}
A3ETIT9U42DH5A,"{154543: 5, 450861: 5}"
A3QNOSHWSQSC39,"{154402: 4, 412738: 4}"
ADGJFFP2IVW5A,{154432: 5}
A2BJAD9W4M8XRO,"{154325: 5, 217094: 2, 381764: 5, 442639: 4}"
A203G7FDAN0H7Q,{154607: 1}
A3RJFFGV8ZCEN,{154607: 4}
A3A71MUC50M041,{154607: 2}
A3BS76M1ZJYBY2,{154299: 5}
A1LLVQHTPOGJK1,"{155938: 5, 447448: 5}"
A1A3PR3Z2BO8KH,{156586: 2}
A23R1QCRL1992I,{156586: 2}
A185MSH9XFYAFT,"{156546: 5, 358574: 5}"
ATIYVAFA0VDFX,"{156546: 5, 286364: 4}"
A2PFMOJWAA0ILC,{156546: 5}
A3JRMME5WFSS49,{156670: 1}
A1JLH9JSEGGP59,{156756: 2}
A1YJ5AEDTYA0K9,{156718: 4}
A38MJ7UT6M799I,"{157149: 4, 256376: 5}"
A7IW8C1T74FVD,{156591: 5}
A1HQCU25QBT0FB,"{156591: 4, 300199: 4}"
AXFXB55S3LK20,{156591: 5}
A3DTYSE8SMRCB0,{156591: 3}
A3BMCWCA1NY824,{157136: 1}
A3RTTXQGH0FCEX,"{156806: 5, 264912: 5}"
A1A2WFTRU14FC3,{156585: 5}
A1F8F9VAG3X4GU,{156588: 5}
A2R6JQ38CJ7TGO,{156822: 5}
AKO7GW9K76TQ1,"{157188: 4, 337628: 5, 412341: 4, 461265: 2}"
A29SMYX4OWHZLU,{156531: 1}
A1R6FGLZ3LC34H,{156531: 5}
A3O9TYPRX7U6V4,{156531: 5}
A1Q71U7X65A20A,{156524: 4}
A2NJSNZ88OCP7Q,{156524: 5}
A1EMZXTDPLWBH9,{156524: 5}
A37WDKNUSPKDAD,{156524: 5}
AM8X8TE9QN74K,{156524: 5}
A2IT0U47BUE2UQ,{156524: 1}
AHJVLL6PM0D2Z,"{156524: 5, 375051: 4}"
AB4H5G1LITISX,"{156571: 3, 170544: 4, 274720: 3, 319961: 2}"
A2F2K4Q5Y5PHLA,{156706: 3}
A2AR6GNWD6376A,{156706: 4}
A1O0K5OT2NSOZQ,{156520: 1}
A1H8NBA2VIGL7V,{156991: 4}
A216ZI1C5L7BF0,{156759: 5}
ASVVEHBRLZEPV,{156579: 5}
AIW6K9B7FMA3J,{156579: 2}
AAPOX762M9PQJ,"{156954: 5, 346927: 5}"
AWIBP8GGX1CK6,{156646: 5}
A1IDO5NR6YSA4,{156514: 5}
AMOGZWEHABI00,{156514: 5}
A9MTQAA1ZKTVW,{156542: 3}
A1REL57L1SPXUK,{156542: 5}
A6I3PK7HEF3RF,"{156516: 5, 210206: 5, 235521: 5, 419774: 5}"
A31ZOLIW0PSVVD,"{156516: 1, 312545: 4}"
A2RDZ7SZRPO5TZ,{156516: 3}
AG0JGE1J9DUQG,"{156516: 4, 165886: 3, 191525: 4, 198466: 2, 409985: 4}"
A30C2RI79OCW87,{156516: 5}
A16Z3QDUF0WN3V,"{156925: 5, 263473: 2}"
A3D3GM914N29UN,{156943: 4}
A2WZLL0HWB5YEQ,{156545: 4}
A3VUNE8ANYJ9FU,{156674: 5}
A1LS0K052FGGDG,{156773: 3}
A1V8IQTU95YZNR,"{156623: 4, 177562: 4, 388849: 5, 445054: 5}"
AH91L6RJVCV2U,{156554: 5}
A12LM51P2R7VIL,{156536: 5}
A3EMRIP9MGGDJA,"{156536: 3, 190530: 3}"
A1D4L7I3J5MDFP,"{156536: 5, 324202: 1}"
A1E0BBHD08VLK1,"{156527: 4, 370204: 5}"
A3FWN75A3NEEFF,{156770: 5}
AX4UKYK6QFIGU,"{156633: 5, 435484: 5}"
A1WUR16Z735GDG,"{156641: 1, 281819: 1, 447342: 3}"
A3IPXTWOLQH8Y6,"{156540: 1, 258696: 1}"
AJHYMVABKPTQ6,{156928: 2}
A16VH1CC85QIHA,"{156624: 5, 421495: 5}"
AJ24LMOOEDYJK,{156624: 4}
A1VOP9EM5Q4COG,"{156624: 5, 330581: 5, 372378: 5, 386733: 5, 461534: 5}"
A1P41VCL3TV3YE,{156562: 5}
A3ANS32FBHC6IE,{156562: 4}
A336A3A5ON6L6U,{156562: 5}
A3S9YNR2PY6C58,{156562: 5}
AMEOA96WO8BTY,{156562: 5}
A3N9EZEKQBNB5V,{156562: 5}
A35KV6JKJB6C7X,"{156562: 5, 168152: 4, 337494: 4}"
A33526ZNCQZBES,{156562: 4}
AH3FQ2C7CKA5A,{156562: 5}
A16W41Y0CO66LG,"{156986: 4, 219365: 4, 270413: 4, 307237: 5}"
A13HNV14CKMLLG,{158235: 5}
A2QHYG0K3X0A29,{156686: 5}
A30UR66QXW9N0H,{156547: 5}
A2U0PEC0OFP3QU,{156547: 5}
A4J08OJMJ3729,{156547: 5}
A5I0W5FCI3U2J,"{156547: 5, 297934: 3}"
A1B5OOR887L6,{156547: 5}
AUVYWAH1ITTB5,{157016: 4}
A1H4O5E9J3UAHN,"{157003: 5, 212806: 5, 363364: 4, 435492: 5}"
A1DBI208ZO8936,{156517: 5}
A3KH7TGHDO2VKT,{156517: 1}
A14KRF61K7XOOQ,"{156517: 5, 358474: 5, 419312: 5}"
A2JKJ0QL6QBPJT,{156517: 5}
A1R1O3Y8MHDQOY,"{156517: 4, 237848: 1, 263238: 5}"
A26UZR2NNLQJLX,{156517: 5}
A1DJCNYFTBUWBX,{156517: 5}
A2786CGHJ3B3MU,{156517: 5}
A2HAKU2OYR6NIA,{156517: 5}
A33GRIVTQVYAO7,{156517: 5}
A351YHUSIZW6KD,{156517: 5}
A1C769R5QVNAO7,{156517: 5}
AW74V582UMCTE,{156517: 5}
A1VCBNNGNJ0MEC,{156526: 4}
A3GNQCNEVCWKBH,"{156521: 5, 272636: 5}"
AEXGCB43G3THO,"{156521: 5, 274417: 5, 338867: 3}"
AWHMYRBC5HXKC,{157078: 3}
A63X1X3W6O2UH,{156933: 2}
A2TGYZFDZ9ZO2,{156743: 3}
A3E0VRE8PT3APP,"{157419: 5, 221684: 4}"
A1PKBB40LJ40SJ,{156587: 5}
AMNIMOWOG6FAM,{156622: 5}
A2DT0GDOMB4BOJ,"{156656: 4, 269176: 4}"
A3PWNGTDHKYWGC,"{156619: 4, 217111: 4, 372452: 5}"
A1H9QPQZQJMOSJ,{156828: 5}
AMIZ4VTN74JD6,"{156570: 4, 226249: 4}"
A32F65NO27WNX0,{156570: 5}
A1NWXBG6WW3BEX,"{156570: 5, 400638: 5, 444957: 3}"
A1IAXFM8P6HV8,{156742: 3}
A4OORC6JPY4V5,{156602: 4}
A44GLIPYGCTC5,"{156602: 4, 354022: 4}"
A1PWVYLKPV3RMB,{156638: 5}
A10PZN0JYHQ9TU,{157282: 5}
AGU4I7UK4RB2E,{156530: 5}
A3OO7XE1KJ8EE6,{156606: 4}
A74WLRFGENGJS,{156962: 1}
A35PGJK86L9N6Q,{156553: 5}
APALDQRBAZNCD,"{156553: 5, 172856: 5, 344475: 5}"
A2JTHQ49ZVS4K6,{156553: 5}
A37534QRTRHKE,"{156548: 1, 325952: 4}"
A1PKV9T44D2GSS,"{156959: 5, 203573: 5, 338310: 1}"
A3IF4PUWRRKCA2,"{156893: 5, 414628: 5, 423767: 5}"
A35X2S6VWFAGTS,"{156893: 5, 358471: 4}"
A1PX2CCTV0DFSI,"{157439: 5, 175282: 5, 208099: 5, 374821: 4}"
A2YSHRMO31CX8I,{157281: 5}
A15OIU15KQYKH9,{159759: 5}
A2JBK5IVON2ZOJ,"{158945: 5, 394146: 5}"
A1OOTRECD8AMTI,{158894: 4}
AWS8DWC8WQY47,"{158894: 4, 412448: 5}"
A3ASDDTBSY23Q0,"{159863: 5, 179891: 2}"
A34XDLPEOUT6K4,"{159065: 4, 314731: 4, 407775: 5}"
A1YATHTKRYLMVB,{159368: 1}
A20NVFHFTN9G3Q,{158907: 5}
A1RUIYUY7VBCCG,{159091: 2}
A3FDYJL3C8QO1A,{160144: 5}
A3MHJXK4DTWIBC,{159513: 5}
AUUM2JTLRKN7K,{158871: 5}
A1XK47NL6M8IJY,{158871: 5}
A3UZG5IWN0VBAZ,{160081: 4}
A2SH3CESX31TLI,{158853: 4}
A26VK7D8UHMZ99,{158859: 4}
A2J952IHFX523N,{158859: 5}
A2GIBDP3137JPR,{159057: 3}
ADMT3XGFISEFW,{161003: 4}
A1BBZUUB2ZRXE1,{158935: 2}
A380XOYNQEFN0,{158997: 1}
A23PNSHMM8APO1,"{158856: 3, 349275: 5}"
A2B2LWUO8EMXM4,{158851: 4}
A1YJ1YB0HYY5E0,{159006: 5}
A15SNYQ8JS2UTY,"{159383: 4, 274709: 5, 302521: 4, 401986: 5, 461579: 5}"
AFCSRE0PCL5TB,"{159444: 4, 328130: 4, 344468: 3}"
ARK89LULC556H,"{159599: 5, 314560: 4, 374944: 5}"
AQH2ZTCM0UX5B,{159023: 4}
AYNG5BCFKW8T,"{159266: 4, 192935: 5}"
A1IKN2LNAUBXW9,"{158849: 4, 227495: 2}"
A3PZJU5O9DRKA2,"{159358: 5, 198361: 4, 290938: 3}"
A278BANBBCE6MS,{159800: 1}
A3754G4V5MKL5,{159742: 3}
A3J5AGLSY7ZI0P,{159225: 5}
A1VXLYKJJWT4XZ,"{158981: 5, 363175: 1}"
AENP39QU0734J,{159350: 5}
AHDHCM9YM5KUC,{158973: 4}
A35AU0D8SAN9IC,{158885: 5}
A3SB0T2RF6TD5I,{158865: 4}
A17OG70D8W43MS,{158929: 1}
AHZX8YR56SR51,{158929: 4}
A1PSN15S3BQGZ1,{158938: 4}
AMNH4HDZL3W87,{158852: 5}
A3L0R5BF3EN5C,{158916: 3}
A2TAHO2TL1MRFO,"{158846: 5, 417049: 5}"
A1Y2N7VILMPJNR,{158846: 5}
A21Y4CWE3MU12J,{158846: 4}
A1TP9FZVF2RVS8,"{158846: 5, 463632: 3}"
A14DK0NFD01TWU,"{158846: 5, 426122: 5}"
A1CUMIQTSCY9H2,"{158846: 1, 419205: 2}"
A1Q6GWHD4RKJYK,"{158846: 2, 277166: 4}"
A3R9HPQUZOPEH1,"{158846: 3, 314286: 3}"
A35TX6L6WA37VD,{158846: 1}
AQ6SQED68ILAH,{159032: 4}
A3VR85B4S5EJFN,{159032: 5}
A2VGH787DUBKSO,{159177: 5}
A3DHDW5V7XBSUV,{158908: 1}
AZNYQ40H8H9UL,{158908: 4}
A1109ONCWFCKFK,"{158941: 5, 277083: 5}"
A2V5LIVLESW82N,{159136: 5}
A16X2R5A1PJJ31,"{159128: 5, 193803: 1}"
A218RZTI4T8H0Q,{158901: 3}
A3VIDULX6KDKQZ,{159145: 4}
A2HBTVKL2SHJGL,{159544: 4}
A3GU0OTDU73SX7,"{158983: 5, 463638: 5}"
A2TSVLRNTW8WHU,{158923: 1}
A3J0V6YRP06Y9B,"{159289: 5, 304851: 5}"
A2CJO1HTDM1XFE,{159341: 3}
AJO9DI7MZJ7J4,{159121: 4}
A17PB8ZR2D9VHQ,{158847: 5}
A14FEOFYOSLPM5,{160171: 4}
A2T6H2VP3YF3MV,{160077: 5}
A2CQ6I6L8ENH2P,{158883: 5}
A3R7C4F5YNU3BB,{158980: 1}
A3FNRVBF2G0S8,{158882: 5}
A13UOQL79OOLFS,"{159407: 5, 302737: 5}"
AMF38JPSZ80PP,{159579: 5}
A2KW8K3Q5PAO2F,"{161764: 5, 242484: 5, 414926: 1, 426500: 5}"
A22RZTFH15K825,"{161686: 5, 250069: 4}"
A3V0NI4XHZTI8N,"{161373: 1, 330115: 2, 358942: 1}"
A3BXGOA1QRDPGM,"{161377: 5, 228600: 5}"
A20SL74VUZSK2Y,"{161210: 5, 237975: 5, 249359: 5, 275883: 5, 290958: 5, 316549: 5, 324665: 5}"
A23OYW463RKPHW,{161236: 5}
A2AKCEWGJKPKG5,"{161587: 4, 206576: 5}"
A2KPPUB4I6S60R,{161595: 1}
A3PGM6Y2W79W4U,"{161414: 4, 166104: 5}"
AOWJZNJBV4W1E,{161293: 2}
A1RSZP5U537ENO,{161275: 5}
A2HCWSJ9WY1RFA,"{162113: 2, 454473: 5}"
ADCLGMZ8HM4NU,{161368: 5}
A2589ICEYSHK2E,{161368: 5}
A13PBW9TBBFAWP,"{161908: 5, 442734: 5}"
A2N1083GUSY4GK,{161182: 3}
A345OCUTBA9KBR,{161182: 5}
A3079FDTGF6R2G,"{161182: 5, 412365: 4}"
A1NPMNOPHQZ6X3,{161182: 3}
A1V8T12KE6YE4,{161182: 5}
A36F3492MZSIJS,{161327: 5}
A36UA620K9QMCO,"{161495: 5, 340771: 5, 356112: 5, 454368: 5}"
A1AZ5WSKCMVTCL,{161761: 1}
A1OGR5CQR6DG11,{161239: 1}
A22DPXTTFT7XNV,{161419: 5}
A3NSJ949UJ2OG2,"{161395: 1, 261067: 1}"
A2B945QLP7CJUS,{161395: 5}
A2PLB2QE5TIVOG,{161420: 4}
A1E6NZCRQDT3VF,"{161258: 5, 206145: 2, 247049: 1}"
A38TJGAWV80G77,"{161258: 5, 344475: 4, 441362: 5}"
A3CB10NYNA6UK7,"{161258: 5, 293273: 5, 302495: 5, 307234: 2}"
A1UQUJOKGMM3JA,{161247: 5}
A2YZGIG5TBZUTF,"{161284: 5, 175177: 5, 213077: 2, 265620: 2, 286315: 5, 288757: 2, 344793: 5, 372618: 5, 384671: 3, 400868: 5, 411462: 5, 435784: 3}"
A3STGGV22PD6U3,"{161387: 1, 252105: 5}"
ADQVCECRG1MSJ,"{161755: 4, 189261: 5, 243920: 4}"
A1JKW67ZMBBT26,{161254: 5}
ARQGEBOW1VIZX,"{161254: 4, 393635: 4}"
A1UP96WYWM67A,"{161797: 5, 217099: 5, 226345: 5}"
A17UJXRHJ67MW3,"{161261: 5, 416922: 1}"
A1TFJAVENFI9S3,{161375: 4}
A2DCQJGRBNEOOJ,"{161462: 5, 410092: 5}"
ATIL4ZGJFPY1F,{161519: 2}
A2S5FR7G54WZ9W,{161428: 5}
A35CUMP9K2IVEF,{161175: 5}
AKL5K1216QRAV,{161175: 5}
AKJA0NN9QAIE,{161175: 3}
A3U7NM93KJ563X,"{161659: 3, 182324: 5, 272340: 5, 410291: 5}"
AQZN255XVB8RI,"{161267: 3, 203480: 4}"
A3NVWBOCR6XTS,{161244: 5}
A2N9DT60GPKAUE,{161244: 5}
